,nombre_proyecto,moneda,precio,tamaño,dormitorios,baños,unidades_disp,link
28,Equilibrio,UF,2331,32 a 125 m² útiles,1 a 3 dormitorios,1 a 3 baños,33 unidades disponibles,https://www.portalinmobiliario.com/MLC-1399330171-equilibrio-_JM#position=29&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
29,Vive Domeyko,UF,2433,23 a 55 m² útiles,1 a 2 dormitorios,1 a 2 baños,23 unidades disponibles,https://www.portalinmobiliario.com/MLC-1379475569-vive-domeyko-_JM#position=30&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
30,Áncora,UF,2440,25 a 61 m² útiles,1 a 3 dormitorios,1 a 2 baños,33 unidades disponibles,https://www.portalinmobiliario.com/MLC-2244119448-ancora-_JM#position=31&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
31,Live,UF,3011,31 a 53 m² útiles,1 a 2 dormitorios,1 a 2 baños,45 unidades disponibles,https://www.portalinmobiliario.com/MLC-1399329941-live-_JM#position=32&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
32,Boheme,UF,2749,31 a 48 m² útiles,1 a 2 dormitorios,1 a 2 baños,55 unidades disponibles,https://www.portalinmobiliario.com/MLC-1610695734-boheme-_JM#position=33&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
33,Carvajal 0330,UF,2990,45 a 70 m² útiles,1 a 3 dormitorios,1 a 2 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-2260214452-carvajal-0330-_JM#position=34&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
34,Activa Plaza Chacabuco,UF,2705,34 a 59 m² útiles,1 a 2 dormitorios,1 a 2 baños,35 unidades disponibles,https://www.portalinmobiliario.com/MLC-1455530103-activa-plaza-chacabuco-_JM#position=35&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
35,Condominio Uruguay,UF,3350,47 a 65 m² útiles,1 a 2 dormitorios,1 a 2 baños,25 unidades disponibles,https://www.portalinmobiliario.com/MLC-1379757805-condominio-uruguay-_JM#position=36&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
36,Conquista Einstein,UF,3098,34 a 58 m² útiles,1 a 3 dormitorios,1 a 2 baños,39 unidades disponibles,https://www.portalinmobiliario.com/MLC-567704499-conquista-einstein-_JM#position=37&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
37,Santa Rosa 1350,UF,2307,19 a 66 m² útiles,1 a 2 dormitorios,1 a 2 baños,153 unidades disponibles,https://www.portalinmobiliario.com/MLC-2253534544-santa-rosa-1350-_JM#position=38&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
38,Alto Quillay,UF,3712,50 a 78 m² útiles,2 dormitorios,1 a 2 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377869925-alto-quillay-_JM#position=39&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
39,Edificio Prat,UF,1850,29 a 34 m² útiles,1 a 2 dormitorios,1 baño,42 unidades disponibles,https://www.portalinmobiliario.com/MLC-2224395670-edificio-prat-_JM#position=40&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
40,Living Town,UF,2943,29 a 51 m² útiles,1 a 2 dormitorios,1 a 2 baños,28 unidades disponibles,https://www.portalinmobiliario.com/MLC-1413593953-living-town-_JM#position=41&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
41,Edificio Guillermo Mann 1401,UF,3341,34 a 55 m² útiles,1 a 2 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1055055204-edificio-guillermo-mann-1401-_JM#position=42&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
42,Vicuña Mackenna 749,UF,1939,30 a 81 m² útiles,1 a 3 dormitorios,1 a 2 baños,128 unidades disponibles,https://www.portalinmobiliario.com/MLC-2242224138-vicuna-mackenna-749-_JM#position=43&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
43,NeoSolier,UF,2424,32 a 49 m² útiles,1 a 2 dormitorios,1 baño,61 unidades disponibles,https://www.portalinmobiliario.com/MLC-1374690133-neosolier-_JM#position=44&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
44,Distrito Barroso,UF,2909,32 a 57 m² útiles,1 a 2 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1864063376-distrito-barroso-_JM#position=45&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
45,Move,UF,2784,32 a 52 m² útiles,1 a 2 dormitorios,1 a 2 baños,22 unidades disponibles,https://www.portalinmobiliario.com/MLC-1399355749-move-_JM#position=46&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
46,Ñuñoa View,UF,4233,34 a 35 m² útiles,1 dormitorio,1 baño,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-1565766966-nunoa-view-_JM#position=47&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
47,Froilán Roa 5731,UF,2653,33 a 48 m² útiles,1 a 2 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1889246348-froilan-roa-5731-_JM#position=48&search_layout=grid&type=item&tracking_id=c262d766-f513-445a-9d7d-965ad2f38523
0,Edificio Indi,UF,2574,29 a 48 m² útiles,1 a 2 dormitorios,1 a 2 baños,11 unidades disponibles,https://www.portalinmobiliario.com/MLC-1524741964-edificio-indi-_JM#position=1&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
1,Conquista Los Alerces,UF,2960,32 a 51 m² útiles,1 a 2 dormitorios,1 a 2 baños,16 unidades disponibles,https://www.portalinmobiliario.com/MLC-1449966499-conquista-los-alerces-_JM#position=2&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
2,Fan,UF,3033,31 a 54 m² útiles,1 a 2 dormitorios,1 a 2 baños,43 unidades disponibles,https://www.portalinmobiliario.com/MLC-1378413867-fan-_JM#position=3&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
3,Pajaritos del Parque Torre 6,UF,3235,34 a 65 m² útiles,1 a 3 dormitorios,1 a 2 baños,39 unidades disponibles,https://www.portalinmobiliario.com/MLC-1568315148-pajaritos-del-parque-torre-6-_JM#position=4&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
4,Vicuña Mackenna 7244,UF,2299,25 a 50 m² útiles,1 a 2 dormitorios,1 a 2 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-2150791498-vicuna-mackenna-7244-_JM#position=5&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
5,Copper,UF,2978,32 a 50 m² útiles,1 a 2 dormitorios,1 a 2 baños,19 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377762483-copper-_JM#position=6&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
6,"Santos Dumont, etapa C",UF,2328,24 a 49 m² útiles,1 a 2 dormitorios,1 a 2 baños,9 unidades disponibles,https://www.portalinmobiliario.com/MLC-2150575348-santos-dumont-etapa-c-_JM#position=7&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
7,Rodríguez Velasco 10,UF,2888,30 a 55 m² útiles,1 a 2 dormitorios,1 a 2 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-2135004360-rodriguez-velasco-10-_JM#position=8&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
8,Mirador del Golf,UF,16750,153 a 210 m² útiles,2 a 3 dormitorios,3 baños,12 unidades disponibles,https://www.portalinmobiliario.com/MLC-2125554634-mirador-del-golf-_JM#position=9&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
9,Edificio Don Claudio,UF,2700,31 a 59 m² útiles,1 a 2 dormitorios,1 a 2 baños,64 unidades disponibles,https://www.portalinmobiliario.com/MLC-1569217650-edificio-don-claudio-_JM#position=10&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
10,Guillermo Mann 1305,UF,3159,34 a 58 m² útiles,1 a 2 dormitorios,1 a 2 baños,9 unidades disponibles,https://www.portalinmobiliario.com/MLC-1444493781-guillermo-mann-1305-_JM#position=11&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
11,Las Malvas,UF,14407,32 a 140 m² útiles,1 a 3 dormitorios,1 a 3 baños,14 unidades disponibles,https://www.portalinmobiliario.com/MLC-2212293844-las-malvas-_JM#position=12&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
12,Mapocho Now,UF,2871,33 a 43 m² útiles,1 a 2 dormitorios,1 baño,10 unidades disponibles,https://www.portalinmobiliario.com/MLC-1588016506-mapocho-now-_JM#position=13&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
13,Conquista Velásquez IV,UF,1970,26 a 51 m² útiles,1 a 2 dormitorios,1 a 2 baños,91 unidades disponibles,https://www.portalinmobiliario.com/MLC-2189536704-conquista-velasquez-iv-_JM#position=14&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
14,AR Gran Via,UF,2470,29 a 51 m² útiles,1 a 2 dormitorios,1 a 2 baños,161 unidades disponibles,https://www.portalinmobiliario.com/MLC-1379749333-ar-gran-via-_JM#position=15&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
15,Reserva Urbana,UF,2385,26 a 47 m² útiles,1 a 2 dormitorios,1 a 2 baños,198 unidades disponibles,https://www.portalinmobiliario.com/MLC-2165482338-reserva-urbana-_JM#position=16&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
16,Edificio Alto Goycolea,UF,2103,31 a 65 m² útiles,1 a 3 dormitorios,1 a 2 baños,19 unidades disponibles,https://www.portalinmobiliario.com/MLC-2263589426-edificio-alto-goycolea-_JM#position=17&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
17,Walker Martínez,UF,3185,35 a 80 m² útiles,1 a 3 dormitorios,1 a 2 baños,44 unidades disponibles,https://www.portalinmobiliario.com/MLC-1453799191-walker-martinez-_JM#position=18&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
18,Edificio Mood,UF,2970,30 a 48 m² útiles,1 a 2 dormitorios,1 a 2 baños,33 unidades disponibles,https://www.portalinmobiliario.com/MLC-1614508004-edificio-mood-_JM#position=19&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
19,Meridiano,UF,3399,36 a 82 m² útiles,1 a 3 dormitorios,1 a 2 baños,27 unidades disponibles,https://www.portalinmobiliario.com/MLC-1460213811-meridiano-_JM#position=20&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
20,Novo Yungay,UF,2580,29 a 46 m² útiles,1 a 2 dormitorios,1 a 2 baños,37 unidades disponibles,https://www.portalinmobiliario.com/MLC-1454674957-novo-yungay-_JM#position=21&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
21,Edificio Conde,UF,1695,23 a 47 m² útiles,1 a 2 dormitorios,1 a 2 baños,79 unidades disponibles,https://www.portalinmobiliario.com/MLC-2287389886-edificio-conde-_JM#position=22&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
22,Edificio Eucaliptus,UF,6583,65 a 121 m² útiles,2 a 3 dormitorios,2 a 3 baños,4 unidades disponibles,https://www.portalinmobiliario.com/MLC-2287293562-edificio-eucaliptus-_JM#position=23&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
23,Condominio Don Lautaro,UF,7051,75 a 96 m² útiles,2 a 3 dormitorios,2 a 3 baños,84 unidades disponibles,https://www.portalinmobiliario.com/MLC-2238899510-condominio-don-lautaro-_JM#position=24&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
24,Pintor Cicarelli I,UF,2470,36 a 46 m² útiles,2 a 3 dormitorios,1 a 2 baños,4 unidades disponibles,https://www.portalinmobiliario.com/MLC-1457034251-pintor-cicarelli-i-_JM#position=25&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
25,Roda La Cisterna,UF,2728,32 a 61 m² útiles,1 a 3 dormitorios,1 a 2 baños,22 unidades disponibles,https://www.portalinmobiliario.com/MLC-2268616728-roda-la-cisterna-_JM#position=26&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
26,Edificio Santa María,UF,2245,31 a 66 m² útiles,1 a 3 dormitorios,1 a 2 baños,14 unidades disponibles,https://www.portalinmobiliario.com/MLC-2263588458-edificio-santa-maria-_JM#position=27&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
27,Home,UF,3300,36 a 54 m² útiles,1 a 2 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1460557135-home-_JM#position=28&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
28,Pionera Parque Cerrillos,UF,2340,24 a 45 m² útiles,1 a 2 dormitorios,1 baño,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1463612021-pionera-parque-cerrillos-_JM#position=29&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
29,Aires La Florida 2,UF,2168,19 a 49 m² útiles,1 a 2 dormitorios,1 a 2 baños,28 unidades disponibles,https://www.portalinmobiliario.com/MLC-1463636075-aires-la-florida-2-_JM#position=30&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
30,Núcleo Costanera,UF,3492,44 a 73 m² útiles,2 a 3 dormitorios,1 a 2 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1463606995-nucleo-costanera-_JM#position=31&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
31,Edificio Insigne,UF,6000,80 a 138 m² útiles,2 a 3 dormitorios,2 a 3 baños,4 unidades disponibles,https://www.portalinmobiliario.com/MLC-1464436423-edificio-insigne-_JM#position=32&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
32,WAYRA,UF,5040,67 a 107 m² útiles,2 a 3 dormitorios,2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-2276233408-wayra-_JM#position=33&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
33,Nueva Maipú,UF,1756,23 a 49 m² útiles,1 a 2 dormitorios,1 a 2 baños,250 unidades disponibles,https://www.portalinmobiliario.com/MLC-2260290254-nueva-maipu-_JM#position=34&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
34,Mira Al Mar,UF,2721,32 a 49 m² útiles,1 a 2 dormitorios,1 a 2 baños,34 unidades disponibles,https://www.portalinmobiliario.com/MLC-1379484533-mira-al-mar-_JM#position=35&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
35,Las Condes 7039,UF,3848,26 a 81 m² útiles,1 a 2 dormitorios,1 a 2 baños,17 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377774677-las-condes-7039-_JM#position=36&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
36,Condominio Salinas del Mar II,UF,2990,42 a 103 m² útiles,1 a 3 dormitorios,1 a 3 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-2268621686-condominio-salinas-del-mar-ii-_JM#position=37&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
37,Condominio Panorámico Cordillera,UF,1265,28 a 58 m² útiles,1 a 3 dormitorios,1 a 2 baños,43 unidades disponibles,https://www.portalinmobiliario.com/MLC-589247029-condominio-panoramico-cordillera-_JM#position=38&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
38,Hoy Estoril,UF,4481,29 a 67 m² útiles,1 a 2 dormitorios,1 a 2 baños,20 unidades disponibles,https://www.portalinmobiliario.com/MLC-2197088080-hoy-estoril-_JM#position=39&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
39,Hoy Eluchans,UF,3065,30 a 58 m² útiles,1 a 2 dormitorios,1 a 2 baños,55 unidades disponibles,https://www.portalinmobiliario.com/MLC-1452797363-hoy-eluchans-_JM#position=40&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
40,Cumbres del Milagro,UF,1900,34 a 60 m² útiles,1 a 3 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1462543407-cumbres-del-milagro-_JM#position=41&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
41,Parque del Sur,UF,1927,18 a 34 m² útiles,1 dormitorio,1 baño,18 unidades disponibles,https://www.portalinmobiliario.com/MLC-2268902910-parque-del-sur-_JM#position=42&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
42,Hacienda El Tejar Sentrum Park,UF,1646,32 a 65 m² útiles,1 a 3 dormitorios,1 a 2 baños,23 unidades disponibles,https://www.portalinmobiliario.com/MLC-1378471603-hacienda-el-tejar-sentrum-park-_JM#position=43&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
43,VBA,UF,2400,20 a 36 m² útiles,1 dormitorio,1 baño,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1977091292-vba-_JM#position=44&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
44,Almagro Alderete Cook I,UF,9990,73 a 139 m² útiles,2 a 3 dormitorios,2 a 3 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1055387232-almagro-alderete-cook-i-_JM#position=45&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
45,Edificio O2,UF,3498,34 a 61 m² útiles,1 a 2 dormitorios,1 a 2 baños,34 unidades disponibles,https://www.portalinmobiliario.com/MLC-2036730474-edificio-o2-_JM#position=46&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
46,Edificio Santo Toribio,UF,2750,28 a 62 m² útiles,1 a 3 dormitorios,1 a 2 baños,69 unidades disponibles,https://www.portalinmobiliario.com/MLC-1413163037-edificio-santo-toribio-_JM#position=47&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
47,California 2520,UF,6147,39 a 121 m² útiles,1 a 4 dormitorios,1 a 3 baños,21 unidades disponibles,https://www.portalinmobiliario.com/MLC-1461860917-california-2520-_JM#position=48&search_layout=grid&type=item&tracking_id=e032af23-5896-4b30-800a-57e26dd901d7
0,Edificio Tocornal,UF,1900,28 a 67 m² útiles,1 a 3 dormitorios,1 a 2 baños,129 unidades disponibles,https://www.portalinmobiliario.com/MLC-2083295046-edificio-tocornal-_JM#position=1&search_layout=grid&type=item&tracking_id=6ace1b80-baee-42d9-ac5f-f02fcbe86a0c
1,Alto Mapuhué DS19,UF,1600,46 a 62 m² útiles,2 a 3 dormitorios,1 a 2 baños,4 unidades disponibles,https://www.portalinmobiliario.com/MLC-1120200625-alto-mapuhue-ds19-_JM#position=2&search_layout=grid&type=item&tracking_id=6ace1b80-baee-42d9-ac5f-f02fcbe86a0c
2,Santa Margarita del Mar - Departamentos,UF,2190,43 a 66 m² útiles,2 a 3 dormitorios,1 a 2 baños,61 unidades disponibles,https://www.portalinmobiliario.com/MLC-2197270966-santa-margarita-del-mar-departamentos-_JM#position=3&search_layout=grid&type=item&tracking_id=6ace1b80-baee-42d9-ac5f-f02fcbe86a0c
3,Edificio Bright,UF,8819,65 a 126 m² útiles,2 a 3 dormitorios,2 a 3 baños,10 unidades disponibles,https://www.portalinmobiliario.com/MLC-1453741401-edificio-bright-_JM#position=4&search_layout=grid&type=item&tracking_id=6ace1b80-baee-42d9-ac5f-f02fcbe86a0c
4,Edificio Martín de Zamora 4253,UF,6505,49 a 94 m² útiles,1 a 2 dormitorios,1 a 2 baños,24 unidades disponibles,https://www.portalinmobiliario.com/MLC-1439986539-edificio-martin-de-zamora-4253-_JM#position=5&search_layout=grid&type=item&tracking_id=6ace1b80-baee-42d9-ac5f-f02fcbe86a0c
5,Condominio Distrito Verde,UF,2496,29 a 50 m² útiles,1 a 2 dormitorios,1 a 2 baños,35 unidades disponibles,https://www.portalinmobiliario.com/MLC-961847381-condominio-distrito-verde-_JM#position=6&search_layout=grid&type=item&tracking_id=6ace1b80-baee-42d9-ac5f-f02fcbe86a0c
6,Edificio Lux,UF,5442,34 a 112 m² útiles,1 a 3 dormitorios,1 a 3 baños,18 unidades disponibles,https://www.portalinmobiliario.com/MLC-1084326836-edificio-lux-_JM#position=7&search_layout=grid&type=item&tracking_id=6ace1b80-baee-42d9-ac5f-f02fcbe86a0c
